BSN,Building,Name,type,color,eMail,Internet,Standort,Straße,PLZ,lat,lng
05G21,05G21,Paul-Moor-Grundschule,grundschule,green,sekretariat@paulmoor.schule,http://www.paulmoor.schule,,Adamstr. 24-25,13595,52.521,13.19029
05G22,05G22,Christian-Morgenstern-Grundschule,grundschule,green,christian-morgenstern-gs.cids@t-online.de,http://www.christian-morgenstern-grundschule.de,,Räcknitzer Steig 12,13593,52.5227,13.16816
05G23,05G23,Grundschule am Brandwerder,grundschule,green,sekretariat@brandwerder.de,http://www.brandwerder.de,,Spandauer Str. 86,13591,52.53595,13.15293
05G24,05G24,Grundschule am Windmühlenberg,grundschule,green,sekretariat@schuleamwindmuehlenberg.de,http://www.SchuleAmWindmuehlenberg.de,,Am Kinderdorf 23-37,14089,52.48547,13.17431
05G25,05G25,Grundschule am Wasserwerk,grundschule,green,schuastawa@t-online.de,,,Pionierstr. 197,13589,52.55625,13.16467
05G26,05G26,Grundschule am Amalienhof,grundschule,green,schule.amalienhof@gmail.com,http://gsamalienhof.de,,Weinmeisterhornweg 122,13593,52.51289,13.1667
05G27,05G27,Peter-Härtling-Grundschule,grundschule,green,sekretariat@peter-haertling.schule.berlin.de,http://www.peter-haertling-gs.de,,Flankenschanze 20,13585,52.543893,13.1996
05G28,05G28,Grundschule an der Pulvermühle,grundschule,green,sekretariat@gs-pulvermuehle.de,http://www.gs-pulvermuehle.de,,Grützmacherweg 7,13599,52.544061,13.228327
05G29,05G29,Mary-Poppins-Grundschule,grundschule,green,mary-poppins-grundschule@arcor.de,,,Am Flugplatz Gatow 20,14089,52.472209,13.127426
05G30,05G30,Birken-Grundschule,grundschule,green,sekretariat@05G30.schule.berlin.de,,,Hügelschanze 8-9,13585,52.54863,13.19756
05K01,05K01,Martin-Buber-Oberschule (Integrierte Sekundarschule),iss,beige,info@martin-buber-oberschule.de,http://www.martin-buber-oberschule.de,,Im Spektefeld 33,13589,52.54895,13.1565
05K02,05K02,Carlo-Schmid-Oberschule (Integrierte Sekundarschule),iss,beige,b.pobloth@carlo-schmid.schule,http://www.csoonline.de,,Lutoner Str. 15-19,13581,52.5259,13.17464
05K03,05K03,Bertolt-Brecht-Oberschule (Integrierte Sekundarschule),iss,beige,sekretariat@brecht-oberschule.de,http://www.brecht-oberschule.de,,Wilhelmstr. 10,13595,52.525308,13.192692
05K04,05K04,Heinrich-Böll-Oberschule (Integrierte Sekundarschule),iss,beige,hbo@boell-schule.de,http://www.boell-schule.de,,Am Forstacker 9-11,13587,52.565166,13.199033
05K05,05K05,B.-Traven-Gemeinschaftsschule,gemeinschaft,lightgreen,sekretariat@btg.schule.berlin.de,http://www.btg.schule,,Recklinghauser Weg 26-32,13583,52.5469,13.17403
05K06,05K06a,Wolfgang-Borchert-Schule (Integrierte Sekundarschule),iss,beige,info@borchertschule-spandau.de,http://borchertschule-spandau.de,Blumenstraße,Blumenstr. 13,13585,52.54571,13.1967
05K06,05K06b,Wolfgang-Borchert-Schule (Integrierte Sekundarschule),iss,beige,,,Borchertweg,Borchertweg 2,13585,52.543459,13.194591
05K07,05K07,Schule an der Jungfernheide (Integrierte Sekundarschule),iss,beige,info@schule-an-der-jungfernheide.de,http://www.schule-an-der-jungfernheide.de,,Lenther Steig 1-3,13629,52.53843,13.26697
05K08,05K08,Schule an der Haveldüne (Integrierte Sekundarschule),iss,beige,info@schuleanderhavelduene.de,https://havelduene.berlin/,,Jaczostr. 53-67,13595,52.51098,13.18567
05K09,05K09,Schule am Staakener Kleeblatt (Integrierte Sekundarschule),iss,beige,staakener.kleeblatt@gmail.com,http://www.schuleamstaakenerkleeblatt.de,,Brunsbütteler Damm 431-437,13591,52.5349,13.13491
05S01,05S01,Schule am Grüngürtel,sonderpaedagogik,pink,sekretariat@05G30.schule.berlin.de,http://schule-am-gruenguertel.de,,Askanierring 42,13585,52.549099,13.1934
05S03,05S03a,Schule am Gartenfeld,sonderpaedagogik,pink,schule_am_gartenfeld-berlin@t-online.de,http://www.schule-am-gartenfeld.de,Gartenfelder Straße,Gartenfelder Str. 81,13599,52.543211,13.24234
05S03,05S03b,Schule am Gartenfeld,sonderpaedagogik,pink,,,Seecktstraße,Seecktstraße 2,13581,52.526844,13.188415
05S04,05S04,Schule am Stadtrand,sonderpaedagogik,pink,kontakt@zwei-schulen.de,http://www.zwei-schulen.de,,Pionierstr. 197,13589,52.555846,13.164834
05Y01,05Y01,Freiherr-vom-Stein-Gymnasium,gymnasium,orange,freiherr-vom-stein-gymnasium@t-online.de,http://www.steingymnasium.de,,Galenstr. 40-44,13597,52.539684,13.198479
05Y02,05Y02,Kant-Gymnasium,gymnasium,orange,info@kant-gym.de,http://www.Kant-gymnasium-berlin.de,,Bismarckstr. 54,13585,52.54286,13.20115
05Y03,05Y03,Hans-Carossa-Gymnasium,gymnasium,orange,Sekretariat@hans-carossa-gymnasium.de,http://www.hcg-berlin.de,,Am Landschaftspark Gatow 40,14089,52.47244,13.13028
05Y04,05Y04,Carl-Friedrich-von-Siemens-Gymnasium,gymnasium,orange,mail@cfvsiemens.de,http://www.c-f-v-siemens-og.de,,Jungfernheideweg 79,13629,52.54559,13.26983
05Y05,05Y05,Lily-Braun-Gymnasium,gymnasium,orange,e-post@lily-braun-gymnasium.de,http://www.lily-braun-gymnasium.de,,Münsingerstr. 2,13597,52.538567,13.199029
06B01,06B01,Peter-Lenne-Schule (OSZ Natur und Umwelt),osz,black,info@peter-lenne-schule.de,http://www.peter-lenne-schule.de,Hauptstandort,Hartmannsweilerweg 29,14163,52.4418131,13.248755
06B02,06B02,Louise-Schroeder-Schule (OSZ Bürowirtschaft und Verwaltung),osz,black,info@osz-louise-schroeder.de,http://www.osz-louise-schroeder.de,Hauptstandort,Lippstädter Str. 9-11,12207,52.41127,13.30571
06B03,06B03,OSZ Bürowirtschaft I,osz,black,sekschul@oszbw1.de,https://osz-buerowirtschaft.de/,Hauptstandort,Florastr. 13,12163,52.4617512,13.328467
06B04,06B04,Wilhelm-Ostwald-Schule (OSZ Gestaltung),osz,black,verwaltung@wilhelm-ostwald-schule.de,http://www.wilhelm-ostwald-schule.de,Hauptstandort,Immenweg 6-10,12169,52.4533,13.34514
06G01,06G01,Nord-Grundschule,grundschule,green,sekretariat@nord-grund.schule.berlin.de,http://www.nordgrundschule.de,Hauptstandort,Potsdamer Str. 7,14163,52.435951,13.25558
06G02,06G02,Süd-Grundschule,grundschule,green,info@sued-grundschule.de,http://www.süd-grundschule-berlin.de,Hauptstandort,Claszeile 56,14165,52.4189,13.25839
06G03,06G03a,Johannes-Tews-Grundschule,grundschule,green,schulleitung@jtg-berlin.de,http://www.johannes-tews-grundschule.de,Hauptstandort,Wasgenstr. 50,14129,52.43162,13.21262
06G03,06G03b,Johannes-Tews-Grundschule,grundschule,green,,,Filiale,,,52.430756,13.215529
06G04,06G04,Erich-Kästner-Grundschule,grundschule,green,sekretariat@eks.schule.berlin.de,http://www.erich-kaestner-grundschule-berlin.de,Hauptstandort,Bachstelzenweg 2-8,14195,52.458141,13.283199
06G05,06G05,Conrad-Schule (Grundschule),grundschule,green,info@conrad-schule.de,http://www.conrad-schule.de,Hauptstandort,Schulstr. 4,14109,52.415181,13.146695
06G06,06G06,Mühlenau-Grundschule,grundschule,green,sekretariat@muehlenau.de,http://www.mühlenau.de,Hauptstandort,Molsheimer Str. 7,14195,52.443206,13.276002
06G07,06G07,Zinnowwald-Grundschule,grundschule,green,Sekretariat@zinnowwald.schule.berlin.de,,Hauptstandort,Wilskistr. 78,14163,52.44543,13.246529
06G08,06G08,Schweizerhof-Grundschule,grundschule,green,06G08@06G08.schule.berlin.de,http://www.schweizerhof-grundschule.de,Hauptstandort,Leo-Baeck-Str. 28-30,14167,52.42278,13.26571
06G09,06G09,Dreilinden-Grundschule,grundschule,green,sekretariat@dreilinden-grundschule.de,http://www.dreilinden-grundschule.de,Hauptstandort,Dreilindenstr. 65,14109,52.4205,13.18369
06G10,06G10,Grundschule am Buschgraben,grundschule,green,kontakt@grundschuleambuschgraben.de,http://www.grundschuleambuschgraben.de,Hauptstandort,Ludwigsfelder Str. 43-47,14165,52.42192,13.242834
06G12,06G12,Quentin-Blake-Grundschule,grundschule,green,schulleitung@quentin-blake.schule.berlin.de,http://www.quentin-blake-europe-school.de,Hauptstandort,Hüttenweg 40,14195,52.454097,13.27055
06G14,06G14,Sachsenwald-Grundschule,grundschule,green,sekretariat@sachsenwald.schule.berlin.de,http://www.sachsenwald-grundschule.de,Hauptstandort,Sachsenwaldstr. 20-21,12157,52.46151,13.3354
06G15,06G15,Dunant-Grundschule,grundschule,green,sekr@dunant-grundschule.de,http://www.dunant-grundschule.de,Hauptstandort,Gritznerstr. 19-23,12163,52.46486,13.31818
06G16,06G16,Rothenburg-Grundschule,grundschule,green,schulleitung@rothenburg-grundschule.de,http://www.rothenburg-grundschule.de,Hauptstandort,Rothenburgstr. 18,12165,52.45398,13.31302
06G17,06G17,Grundschule am Insulaner,grundschule,green,sekretariat.gsai@t-online.de,http://www.grundschule-am-insulaner.de,Hauptstandort,Hanstedter Weg 11-15,12169,52.45185,13.34956
06G18,06G18,Athene-Grundschule,grundschule,green,info@athene-grundschule.de,http://www.athene-grundschule.de,Hauptstandort,Curtiusstr. 37,12205,52.440565,13.290632
06G20,06G20,Alt-Lankwitzer Grundschule,grundschule,green,buero@a-l-gs.schule.berlin.de,http://www.alt-lankwitzer-grundschule.de,Hauptstandort,Schulstr. 17-21,12247,52.437023,13.351096
06G21,06G21,Paul-Schneider-Grundschule,grundschule,green,sekretariat@06g21.schule.berlin.de,http://www.paul-schneider-grundschule.de,Hauptstandort,Seydlitzstr. 30-34,12249,52.431002,13.341243
06G22,06G22,Giesensdorfer Grundschule,grundschule,green,sekretariat@giesensdorfer.grundschule.berlin.de,http://www.giesensdorfer-grundschule.de,Hauptstandort,Ostpreußendamm 63,12207,52.422226,13.31101
06G23,06G23,Kronach-Grundschule,grundschule,green,schulleitung@kronach.schule.berlin.de,http://www.kronach-grundschule.de,Hauptstandort,Moltkestr. 24-26,12203,52.44167,13.313098
06G24,06G24,Grundschule unter den Kastanien,grundschule,green,info@kastanie.schule.berlin.de,http://www.grundschule-unter-den-kastanien.de,Hauptstandort,Kastanienstr. 6 -8,12209,52.42546,13.32527
06G25,06G25,Clemens-Brentano-Grundschule,grundschule,green,schulleitung@c-brentano-grundschule.de,http://www.c-brentano-grundschule.de,Hauptstandort,Kommandantenstr. 83-84,12205,52.433511,13.29316
06G26,06G26,Käthe-Kruse-Grundschule,grundschule,green,Kaethe-Kruse-Grundschule@t-online.de,,Hauptstandort,Tietzenweg 108,12203,52.438186,13.310138
06G27,06G27a,Grundschule am Königsgraben,grundschule,green,sekretariat@grundschule-am-koenigsgraben.de,http://www.grundschule-am-koenigsgraben.de,Hauptstandort,Gallwitzallee 136-144,12249,52.42303,13.34815
06G28,06G28,Ludwig-Bechstein-Grundschule,grundschule,green,06G28@gmx.de,http://www.ludwig-bechstein-grundschule.net,Hauptstandort,Halbauer Weg 25,12249,52.43255,13.36236
06G29,06G29,Grundschule am Karpfenteich,grundschule,green,info@karpfenteich.schule.berlin.de,http://www.grundschule-am-karpfenteich.de,Hauptstandort,Hildburghauser Str. 135,12209,52.417401,13.333982
06G30,06G30,Mercator-Grundschule,grundschule,green,schule@mercator-gs.de,http://www.mercator-gs.de,Hauptstandort,Mercatorweg 8-10,12207,52.41225,13.317376
06G31,06G31,Grundschule an der Bäke,grundschule,green,info@baeke.net,http://www.baeke.net,Hauptstandort,Haydnstr. 15,12203,52.447783,13.318838
06G32,06G32a,Grundschule am Stadtpark Steglitz,grundschule,green,sekretariat06g32@gmx.de,http://www.grundschule-am-stadtpark-steglitz.de,Hauptstandort,Karl-Stieler-Str. 10-11,12167,52.449314,13.34298
06G33,06G33,Friedrich-Drake-Grundschule,grundschule,green,buero@f-d-gs.de,http://www.friedrich-drake-grundschule.de,Hauptstandort,Drakestr. 80,12205,52.43254,13.30621
06G34,06G34,34. Schule (Grundschule),grundschule,green,plantage34@gmx.de,http://www.plantage34.de,Hauptstandort,Plantagenstr. 8-9,12169,52.455499,13.330568
06K01,06K01,John-F.-Kennedy-Schule,iss,beige,bsalzer@jfksberlin.org,http://www.jfks.de,,Teltower Damm 87-93,14167,52.42589,13.26273
06K02,06K02a,Wilma-Rudolph-Schule (Integrierte Sekundarschule),iss,beige,buero@wilma-rudolph.de,http://www.wilma-rudolph.de,Hauptstandort,Am Hegewinkel 2A,14169,52.45479,13.26097
06K03,06K03a,Kopernikus-Schule (Integrierte Sekundarschule),iss,beige,buero@kos-mail.de,http://www.kopernikus-oberschule.de,Hauptstandort,Lepsiusstr. 24-28,12163,52.4643,13.32069
06K04,06K04,Bröndby-Schule (Integrierte Sekundarschule),iss,beige,post@broendby.de,http://www.broendby.de,Hauptstandort,Dessauerstr. 63,12249,52.428237,13.345888
06K08,06K08,Max-von-Laue-Schule,iss,beige,MvL-Berlin.Schulleitung@t-online.de,http://www.Max-von-Laue-Schule.de,Hauptstandort,Dürerstr. 27,12203,52.43725,13.305628
06K09,06K09,Gail-S.-Halvorsen-Integrierte Sekundarschule,iss,beige,sekretariat@halvorsen-schule.de,http://www.halvorsen-schule.de,Hauptstandort,Im Gehege 6,14195,52.459454,13.284371
06K10,06K10a,Helene-Lange-Schule (Integrierte Sekundarschule),iss,beige,sekretariat@helene.berlin,http://www.helene-lange-schule-steglitz.de,Hauptstandort,Lauenburger Str. 110,12169,52.4528,13.33586
06K11,06K11a,Anna-Essinger-Gemeinschaftsschule,gemeinschaft,lightgreen,sekretariat-os@aegs.de,http://aegs.de,Hauptstandort,Tietzenweg 101,12203,52.438611,13.310161
06K11,06K11b,Anna-Essinger-Gemeinschaftsschule,gemeinschaft,lightgreen,,,Filiale,Am Rohrgarten 9,14163,52.425824,13.225754
06S01,06S01,Pestalozzi-Schule,sonderpaedagogik,pink,epost@pestalozzi-schule-berlin.de,http://www.pestalozzi-schule-berlin.de,Hauptstandort,Hartmannsweilerweg 47,14163,52.44346,13.24838
06S02,06S02a,Biesalski-Schule,sonderpaedagogik,pink,buero@biesalski-schule.de,http://www.biesalski-schule.de,Hauptstandort,Hüttenweg 40,14195,52.454322,13.269575
06S03,06S03,Peter-Frankenfeld-Schule,sonderpaedagogik,pink,sekretariat@frankenfeld.schule.berlin.de,http://www.peter-frankenfeld-schule.de,Hauptstandort,Wedellstr. 26,12247,52.43515,13.35522
06S05,06S05,Johann-August-Zeune Schule für Blinde und Berufsfachschule Dr. Silex,sonderpaedagogik,pink,sekretariat@zeune-schule.de,http://www.zeune-schule.de,Hauptstandort,Rothenburgstr. 14,12165,52.455569,13.315047
06Y01,06Y01,Schadow-Gymnasium,gymnasium,orange,sekretariat@schadow-gymnasium-berlin.de,http://www.schadow-gymnasium.de,Hauptstandort,Beuckestr. 27-29,14163,52.43149,13.25463
06Y02,06Y02,Droste-Hülshoff-Gymnasium,gymnasium,orange,sekretariat@droste-gymnasium-berlin.de,http://www.droste-gymnasium-berlin.de,Hauptstandort,Schönower Str. 8,14165,52.42846,13.25673
06Y03,06Y03,Arndt-Gymnasium Dahlem,gymnasium,orange,sekretariat@arndt-gymnasium.de,http://www.arndt-gymnasium.de,Hauptstandort,Königin-Luise-Str. 80-84,14195,52.45916,13.28001
06Y04,06Y04,Dreilinden-Gymnasium,gymnasium,orange,sekretariat@dreilinden-gymnasium.de,http://www.dreilinden-gymnasium.de,Hauptstandort,Dreilindenstr. 49,14109,52.42057,13.18778
06Y05,06Y05,Werner-von-Siemens-Gymnasium,gymnasium,orange,leitung@siemens-gymnasium-berlin.de,http://www.siemens-gymnasium-berlin.de,Hauptstandort,Beskidenstr. 3,14129,52.43194,13.21159
06Y06,06Y06,Beethoven-Gymnasium,gymnasium,orange,Leitung@beethoven-gymnasium.eu,http://www.beethoven-gymnasium.eu,Hauptstandort,Barbarastr. 9,12249,52.43293,13.34283
06Y07,06Y07,Paulsen-Gymnasium,gymnasium,orange,paulsengymnasium@pg-berlin.de,http://www.paulsen-gymnasium.de,Hauptstandort,Gritznerstr. 57,12163,52.46219,13.314388
06Y08,06Y08,Hermann-Ehlers-Gymnasium,gymnasium,orange,sekretariat@hermann-ehlers-schule.de,http://www.hermann-ehlers-schule.de,Hauptstandort,Elisenstr. 3-4,12169,52.45297,13.33373
06Y09,06Y09,Fichtenberg-Oberschule,gymnasium,orange,info@fichtenberg-oberschule.net,http://fichtenberg-oberschule.net,Hauptstandort,Rothenburgstr. 18,12165,52.45398,13.31302
06Y10,06Y10,Lilienthal-Gymnasium,gymnasium,orange,sekretariat@lilienthal-gymnasium-berlin.de,http://www.lilienthal-gymnasium-berlin.de,Hauptstandort,Ringstr. 2-3,12203,52.43595,13.31215
06Y11,06Y11,Goethe-Gymnasium Lichterfelde,gymnasium,orange,sekretariat@goethe-lichterfelde.schule.berlin.de,http://www.goethe-gymnasium-lichterfelde.de,Hauptstandort,Drakestr. 72-75,12205,52.434929,13.305363
06Y12,06Y12,Willi-Graf-Gymnasium,gymnasium,orange,sekretariat@willi-graf-os.de,http://www.willi-graf-gymnasium.de,Hauptstandort,Ostpreußendamm 166,12207,52.43469,13.32096
06Y13,06Y13,Gymnasium Steglitz,gymnasium,orange,sekretariat@gymnasiumsteglitz.de,http://www.gymnasiumsteglitz.de,Hauptstandort,Heesestr. 15,12169,52.45671,13.32644
07A05,07A05,Kolleg Schöneberg,kolleg,white,Sekretariat@KollegSchoeneberg.de,http://www.KollegSchoeneberg.de,Hauptstandort,Nürnberger Str. 63,10787,52.503451,13.341312
07B02,07B02,Marie-Elisabeth-Lüders-Oberschule,osz,black,sekretariat@melo.schule.berlin.de,http://www.melo-berlin.de,Hauptstandort,Steinmetzstr. 79,10783,52.499167,13.364762
07B03,07B03,"OSZ Lotis (Logistik, Touristik und Steuern)",osz,black,sekretariat@osz-lotis.de,http://www.osz-lotis.de,Hauptstandort,Dudenstr. 35 - 37,10965,52.4846922,13.3801123
07G01,07G01,Spreewald-Grundschule,grundschule,green,Spreewald-Grundschule@gmx.de,http://www.spreewald-grundschule.de,Hauptstandort,Pallasstr. 15,10781,52.49539,13.35693
07G02,07G02,Finow-Grundschule,grundschule,green,sekretariat@finow.schule.berlin.de,http://www.finow-gs.de,Hauptstandort,Welserstr. 16-22,10777,52.49823,13.34251
07G03,07G03,Werbellinsee-Grundschule,grundschule,green,sekretariat@werbellinsee.schule.berlin.de,http://www.Werbellinsee-Grundschule.de,Hauptstandort,Luitpoldstr. 38,10781,52.495036,13.348236
07G05,07G05,Havelland-Grundschule,grundschule,green,sekretariat@havelland.schule.berlin.de,http://www.havelland-grundschule.de,Hauptstandort,Kolonnenstr. 30,10829,52.484772,13.367681
07G06,07G06,Sternberg-Grundschule,grundschule,green,Schulleitung@sternberg.schule.berlin.de,http://www.sternberg-grundschulen.de,Hauptstandort,Mettestr. 8,10825,52.48047,13.33924
07G07,07G07,Lindenhof-Grundschule,grundschule,green,sekretariat@lindenhof.schulen-ts.de,http://www.lindenhof-grundschule.de,Hauptstandort,Reglinstr. 29,12105,52.45809,13.36325
07G10,07G10,Teltow-Grundschule,grundschule,green,sekretariat@teltow.schule.berlin.de,http://www.teltow-grundschule.de,Hauptstandort,Feurigstr. 57,10827,52.484327,13.356154
07G12,07G12,Scharmützelsee-Grundschule,grundschule,green,sekretariat@scharmuetzelsee.schule.berlin.de,http://www.scharmuetzelseegrundschule.de,Hauptstandort,Hohenstaufenstr. 49,10779,52.494177,13.343268
07G13,07G13,Neumark-Grundschule,grundschule,green,sekretariat@neumark.schule.berlin.de,http://www.neumark-grundschule.de,Hauptstandort,Steinmetzstr. 46-50,10783,52.49282,13.36249
07G14,07G14,Löcknitz-Grundschule,grundschule,green,sekretariat@loecknitz.schule.berlin.de,http://www.loecknitz-grundschule.de,Hauptstandort,Berchtesgadener Str. 10-11,10779,52.489558,13.343356
07G15,07G15,Fläming-Grundschule,grundschule,green,flaeming@schulen-tempelhof-schoeneberg.de,http://www.flaeming-grundschule.de,Hauptstandort,Illstr. 4-6,12161,52.46839,13.3329
07G16,07G16,Ruppin-Grundschule,grundschule,green,ruppingrundschule@web.de,http://www.ruppin-grundschule.de,Hauptstandort,Offenbacher Str. 5A,14197,52.47538,13.32137
07G17,07G17,Stechlinsee-Grundschule,grundschule,green,Stechlinsee-Grundschule.Cids@t-online.de,http://www.stechlinsee-grundschule.de,Hauptstandort,Rheingaustr. 7,12161,52.46934,13.32242
07G18,07G18,Grundschule am Barbarossaplatz,grundschule,green,07g18@07g18.schule.berlin.de,http://www.grundschuleambarbarossaplatz.de,Hauptstandort,Barbarossaplatz 5,10781,52.49235,13.34978
07G19,07G19,Paul-Simmel-Grundschule,grundschule,green,sekretariat@paulsimmel.schule.berlin.de,http://www.paul-simmel-grundschule.de,Hauptstandort,Felixstr. 26-58,12099,52.46137,13.3926
07G20,07G20,Maria-Montessori-Grundschule,grundschule,green,sekretariat@mmg.schule.berlin.de,http://www.mmg-online.de,Hauptstandort,Friedrich-Wilhelm-Str. 72-74,12103,52.45817,13.38069
07G21,07G21,Grundschule auf dem Tempelhofer Feld,grundschule,green,sekretariat@tempelhoferfeld.schule.berlin.de,http://gs-tempelhoferfeld.de,Hauptstandort,Schulenburgring 7-11,12101,52.48081,13.38185
07G22,07G22,Paul-Klee-Grundschule,grundschule,green,Sekretariat@07G22.schule.berlin.de,http://www.paul-klee-schule.de,Hauptstandort,Konradinstr. 15-17,12105,52.454,13.37538
07G23,07G23,Schätzelberg-Grundschule,grundschule,green,07g23@07g23.schule.berlin.de,http://www.schaetzelberg-grundschule.de,Hauptstandort,Wolfsburger Weg 13-19,12109,52.4487,13.40066
07G24,07G24,Tempelherren-Grundschule,grundschule,green,sekretariat@tempelherren.schulen-ts.de,http://www.tempelherren-grundschule.de,Hauptstandort,Boelckestr. 58-60,12101,52.478603,13.37647
07G25,07G25,Mascha-Kaléko-Grundschule,grundschule,green,sekretariat@mascha-kaleko-grundschule.de,http://www.mascha-kaleko-grundschule.de,Hauptstandort,Königstr. 32,12105,52.447125,13.383928
07G26,07G26,Grundschule im Taunusviertel,grundschule,green,sekretariat@taunusviertel.schule.berlin.de,http://www.grundschule-im-taunusviertel.de,Hauptstandort,Wiesbadener Str. 20,12309,52.40019,13.41799
07G27,07G27,Rudolf-Hildebrand-Grundschule,grundschule,green,sekretariat@rhg.schule.berlin.de,https://rhg.schule/,Hauptstandort,Friedenstr. 23-25,12107,52.43886,13.3855
07G28,07G28,Kiepert-Grundschule,grundschule,green,schulleitung@kiepert.schule.berlin.de,http://www.kiepertgrundschule.de,Hauptstandort,Prechtlstr. 21-23,12277,52.41591,13.37327
07G29,07G29,Käthe-Kollwitz-Grundschule,grundschule,green,sekretariat@kollwitz-gs.schule.berlin.de,http://www.kkgs-berlin.de,Hauptstandort,Mellener Str. 38-42,12307,52.3862,13.40487
07G30,07G30,Annedore-Leber-Grundschule,grundschule,green,Schulleitung@algs.schule.berlin.de,http://www.algs.de,Hauptstandort,Halker Zeile 137-149,12305,52.39757,13.40197
07G31,07G31,Carl-Sonnenschein-Grundschule,grundschule,green,07g31@07g31.schule.berlin.de,http://www.carl-sonnenschein-gs.de,Hauptstandort,Am Hellespont 4-6,12109,52.443699,13.408152
07G32,07G32,Bruno-H.-Bürgel-Grundschule,grundschule,green,sekretariat@bhb.schule.berlin.de,http://www.bruno-h-buergel-grundschule.de,Hauptstandort,Rackebüller Weg 70,12305,52.404902,13.402536
07G34,07G34a,Marienfelder Schule (Grundschule),grundschule,green,sekretariat@marienfelder.schulen-ts.de,http://www.marienfelder-gs.de,Hauptstandort,Erbendorfer Weg 13,12279,52.41209,13.35184
07G34,07G34c,Marienfelder Schule (Grundschule),grundschule,green,,,Filiale,Tirschenreuther Ring 69,12279,52.409845,13.354812
07G35,07G35,Nahariya-Grundschule,grundschule,green,sekretariat@nahariya.schule.berlin.de,http://www.nahariyaschule.de,Hauptstandort,Nahariyastr. 13-17,12309,52.39085,13.41943
07G36,07G36,Grundschule am Dielingsgrund,grundschule,green,sekretariat@dielingsgrund.schulen-ts.de,http://www.dielingsgrund.com,Hauptstandort,Dielingsgrund 35,12305,52.41166,13.40863
07G37,07G37,Ikarus-Grundschule,grundschule,green,07g37@07g37.schule.berlin.de,http://www.ikarus-grundschule.de,Hauptstandort,Körtingstr. 45,12107,52.43363,13.38389
07K01,07K01a,Sophie-Scholl-Schule,iss,beige,kontakt@sophie-scholl-schule.eu,http://sophie-scholl-schule.eu,Hauptstandort,Elßholzstr. 34-37,10781,52.493992,13.356788
07K02,07K02,Carl-Zeiss-Schule,iss,beige,sekretariat@carl-zeiss-oberschule.de,http://www.carl-zeiss-oberschule.de,Hauptstandort,Barnetstr. 12-14,12305,52.39571,13.40258
07K03,07K03,Gustav-Heinemann-Oberschule,iss,beige,Sekretariat@ghoberlin.de,http://gho.berlin,Hauptstandort,Waldsassener Str. 62,12279,52.40662,13.34754
07K04,07K04,Theodor-Haubach-Schule,iss,beige,sekretariat@ths-berlin.de,http://www.ths-berlin.de,Hauptstandort,Grimmstr. 9-11,12305,52.398399,13.403988
07K05,07K05,Solling-Schule,iss,beige,sekretariat@solling-schule.de,http://www.solling-schule.de,Hauptstandort,Alt-Marienfelde 52,12277,52.41397,13.36527
07K06,07K06,Georg-von-Giesche-Schule,iss,beige,kontakt@georg-von-giesche-schule.de,http://www.georg-von-giesche-schule.de,Hauptstandort,Hohenstaufenstr. 47-48,10779,52.494144,13.342529
07K07,07K07,Johanna-Eck-Schule (Integrierte Sekundarschule),iss,beige,sekretariat@johanna-eck-schule.de,http://www.johanna-eck-schule.de,Hauptstandort,Ringstr. 103-106,12105,52.44692,13.36411
07K09,07K09,Gustav-Langenscheidt-Schule,iss,beige,schulleitung@langenscheidt.schule.berlin.de,http://www.gustav-langenscheidt-schule.de,Hauptstandort,Belziger Str. 43-51,10823,52.485997,13.350718
07K10,07K10,Friedrich-Bergius-Schule,iss,beige,Sekretariat@fbs-schule.de,http://www.Friedrich-Bergius-Schule.de,Hauptstandort,Perelsplatz 6-9,12159,52.47618,13.33314
07K11,07K11,Hugo-Gaudig-Schule,iss,beige,Jasmin.dohrmann@hugo-gaudig-schule.de,http://www.hugo-gaudig-schule.de,Hauptstandort,Boelckestraße 58,12101,52.478179,13.375777
07K12,07K12a,Friedenauer Gemeinschaftsschule,gemeinschaft,lightgreen,07K12@07K12.schule.berlin.de,http://www.friedenauer-gemeinschaftsschule.de,Hauptstandort,Rubensstr. 63,12157,52.469784,13.344068
07K12,07K12b,Friedenauer Gemeinschaftsschule,gemeinschaft,lightgreen,,,Filiale,Grazer Platz 1-3 ,12157,52.467677,13.344929
07K13,07K13,Schule am Berlinickeplatz (Integrierte Sekundarschule),iss,beige,schule07k13@gmx.de,http://schuleberlinickeplatz.blogspot.de,Hauptstandort,Alt-Tempelhof 53-57,12103,52.465657,13.379583
07S01,07S01,Prignitz-Schule,sonderpaedagogik,pink,07s01@07s01.schule.berlin.de,,Hauptstandort,Pöppelmannstr. 2,12157,52.46884,13.34519
07S03,07S03,Steinwald-Schule,sonderpaedagogik,pink,schulleitung@steinwald.schule.berlin.de,http://www.steinwald-schule-berlin.de,Hauptstandort,Hanielweg 7-9,12277,52.41783,13.36458
07S04,07S04,Marianne-Cohn-Schule,sonderpaedagogik,pink,sekretariat@cohn.schulen-ts.de,http://www.marianne-cohn-schule.de,Hauptstandort,Holzmannstr. 7,12099,52.46433,13.41815
07Y01,07Y01,Robert-Blum-Gymnasium,gymnasium,orange,sekretariat@robert-blum-schule.de,http://www.robert-blum-schule.de,Hauptstandort,Kolonnenstr. 21,10829,52.48483,13.36487
